"id"	"tech_code"	"tech_name"	"tech_format"	"tech_price"	"tech_type"	"price_type"	"deptment_id"
"3044"	"DPMCGNXDCJZL"	"低频脉冲功能性电刺激治疗"	""	"9.01"	"处置"	"其他治疗费"	
"3045"	"DPMCWRDMCZL"	"低频脉冲温热电脉冲治疗"	""	"31.48"	"处置"	"其他治疗费"	
"3046"	"DPMCWJGNXDCJZL"	"低频脉冲微机功能性电刺激治疗"	""	"2"	"处置"	"其他治疗费"	
"3047"	"QJMXZS"	"球结膜下注射"	""	"37.2"	"处置"	"其他治疗费"	
"3048"	"QHZS"	"球后注射"	""	"7.47"	"处置"	"其他治疗费"	
"3049"	"QZBQHZS"	"球周半球后注射"	""	"2.39"	"处置"	"其他治疗费"	
"3050"	"QPZS"	"球旁注射"	""	"7.62"	"处置"	"其他治疗费"	
"3051"	"KSSJFB"	"眶上神经封闭"	""	"18.67"	"处置"	"其他治疗费"	
"3052"	"RDGJSYWJZS"	"肉毒杆菌素眼外肌注射"	""	"64.52"	"处置"	"其他治疗费"	
"3053"	"YZJLRDGJSYWJZS"	"眼睑痉挛肉毒杆菌素眼外肌注射"	""	"34.61"	"处置"	"其他治疗费"	
"3054"	"MBXXSRDGJSYWJZS"	"麻痹性斜视肉毒杆菌素眼外肌注射"	""	"8.41"	"处置"	"其他治疗费"	
"3055"	"SZHTRDGJSYWJZS"	"上睑后退肉毒杆菌素眼外肌注射"	""	"9.72"	"处置"	"其他治疗费"	
"3056"	"PLYZL"	"劈裂牙治疗"	""	"23.44"	"处置"	"其他治疗费"	
"3057"	"XLZY"	"心理咨询"	""	"37.31"	"处置"	"其他治疗费"	
"3058"	"HYQYMBDCBCDZQHDJZQZJZL"	"恒牙期颜面不对称伴错的早期活动矫治器正畸治疗"	""	"18.03"	"处置"	"其他治疗费"	
"3059"	"SYDSGNYL"	"双眼单视功能训练"	""	"48.53"	"处置"	"其他治疗费"	
"3060"	"RSYL"	"弱视训练"	""	"41.88"	"处置"	"其他治疗费"	
"3061"	"DCCZLXLZJZL"	"单侧唇腭裂序列正畸治疗"	""	"10.97"	"处置"	"其他治疗费"	
"3062"	"LXDKZ"	"泪小点扩张"	""	"45.38"	"处置"	"其他治疗费"	
"3063"	"LDTTS"	"泪道探通术"	""	"14.3"	"处置"	"其他治疗费"	
"3064"	"LDJGTTS"	"泪道激光探通术"	""	"22.22"	"处置"	"其他治疗费"	
"3065"	"ZL-GYDJCZD"	"直流-感应电检查诊断"	""	"14.66"	"处置"	"其他治疗费"	
"3066"	"SZJCZD"	"时值检查诊断"	""	"8.43"	"处置"	"其他治疗费"	
"3067"	"QD-PLQXJCZD"	"强度-频率曲线检查诊断"	""	"8.32"	"处置"	"其他治疗费"	
"3068"	"ZPMCDJCZD"	"中频脉冲电检查诊断"	""	"4.97"	"处置"	"其他治疗费"	
"3069"	"DCYCTLXLZJZL"	"单侧牙槽突裂序列正畸治疗"	""	"43.67"	"处置"	"其他治疗费"	
"3070"	"SCWQXCZLXLZJZLJS"	"双侧完全性唇腭裂序列正畸治疗加收"	""	"0.79"	"处置"	"其他治疗费"	
"3071"	"ZQYMBDCZJZL"	"早期颜面不对称正畸治疗"	""	"6.56"	"处置"	"其他治疗费"	
"3072"	"MHZ"	"梅花针"	""	"6.45"	"处置"	"其他治疗费"	
"3073"	"HZ"	"火针"	""	"12.85"	"处置"	"其他治疗费"	
"3074"	"SQCKXBS"	"髓腔穿孔修补术"	""	"3.06"	"处置"	"其他治疗费"	
"3075"	"JXZJTSZL"	"经纤支镜特殊治疗"	""	"11.64"	"处置"	"其他治疗费"	
"3076"	"JNJQGKZS"	"经内镜气管扩张术"	""	"47.18"	"处置"	"其他治疗费"	
"3077"	"JXZJZJZRS"	"经纤支镜支架置入术"	""	"67.49"	"处置"	"其他治疗费"	
"3078"	"JXZJYDZQGQNFL"	"经纤支镜引导支气管腔内放疗"	""	"5.05"	"处置"	"其他治疗费"	
"3079"	"JNJQGNZLQCS"	"经内镜气管内肿瘤切除术"	""	"28.79"	"处置"	"其他治疗费"	
"3080"	"JNJXBZLTSZL（JBZYF）"	"经内镜胸部肿瘤特殊治疗（局部注药法）"	""	"24.81"	"处置"	"其他治疗费"	
"3081"	"JNJSGZLTSZL（JBZYF）"	"经内镜食管肿瘤特殊治疗（局部注药法）"	""	"15.87"	"处置"	"其他治疗费"	
"3082"	"JNJQGZLTSZL（JBZYF）"	"经内镜气管肿瘤特殊治疗（局部注药法）"	""	"14.58"	"处置"	"其他治疗费"	
"3083"	"JNJZQGZLTSZL（JBZYF）"	"经内镜支气管肿瘤特殊治疗（局部注药法）"	""	"9.26"	"处置"	"其他治疗费"	
"3084"	"JJDDKCZL"	"急救单独开舱治疗"	""	"80.52"	"处置"	"其他治疗费"	
"3085"	"CNQJ"	"舱内抢救"	""	"9.79"	"处置"	"其他治疗费"	
"3086"	"CWGLLXY"	"舱外高流量吸氧"	""	"48.88"	"处置"	"其他治疗费"	
"3087"	"ZYZCDRZL"	"中药直肠滴入治疗"	""	"27.35"	"处置"	"其他治疗费"	
"3088"	"GZZL"	"刮痧治疗"	""	"9.39"	"处置"	"其他治疗费"	
"3089"	"TZZL"	"烫熨治疗"	""	"3.53"	"处置"	"其他治疗费"	
"3090"	"YLQGZL"	"医疗气功治疗"	""	"1.4"	"处置"	"其他治疗费"	
"3091"	"TBZGQKSPS"	"体表瘘管切开搔爬术"	""	"0.68"	"处置"	"其他治疗费"	
"3092"	"EQZGQKSPS"	"耳前瘘管切开搔爬术"	""	"43.01"	"处置"	"其他治疗费"	
"3093"	"HYQYMBDCBCDZQGDJZQZJZL"	"恒牙期颜面不对称伴错的早期固定矫治器正畸治疗"	""	"11.95"	"处置"	"其他治疗费"	
"3094"	"LMJXZJZL"	"颅面畸形正畸治疗"	""	"51.8"	"处置"	"其他治疗费"	
"3095"	"LMJXHDJZQZJZL"	"颅面畸形活动矫治器正畸治疗"	""	"69.22"	"处置"	"其他治疗费"	
"3096"	"LMJXGDJZQZJZL"	"颅面畸形固定矫治器正畸治疗"	""	"3.88"	"处置"	"其他治疗费"	
"3097"	"ZXZGJBZJZL"	"颞下颌关节病正畸治疗"	""	"28.81"	"处置"	"其他治疗费"	
"3098"	"ZXZGJBGDJZQZJZL"	"颞下颌关节病固定矫治器正畸治疗"	""	"72.97"	"处置"	"其他治疗费"	
"3099"	"ZXZGJBHDJZQZJZL"	"颞下颌关节病活动矫治器正畸治疗"	""	"2.42"	"处置"	"其他治疗费"	
"3100"	"SMHXZTZHZ(OSAS)ZJZL"	"睡眠呼吸暂停综合征(OSAS)正畸治疗"	""	"0.16"	"处置"	"其他治疗费"	
"3101"	"ZJBCQZL"	"正畸保持器治疗"	""	"46.27"	"处置"	"其他治疗费"	
"3102"	"KZZC"	"口针针刺"	""	"27.37"	"处置"	"其他治疗费"	
"3103"	"XZZC"	"项针针刺"	""	"17.35"	"处置"	"其他治疗费"	
"3104"	"JSZZC"	"夹髓针针刺"	""	"92.35"	"处置"	"其他治疗费"	
"3105"	"FGZ"	"锋钩针"	""	"13"	"处置"	"其他治疗费"	
"3106"	"TPZ"	"头皮针"	""	"24.02"	"处置"	"其他治疗费"	
"3107"	"YZ"	"眼针"	""	"3.3"	"处置"	"其他治疗费"	
"3108"	"CWDMZLJC"	"常温冬眠治疗监测"	""	"36.5"	"处置"	"其他治疗费"	
"3109"	"JSKJH"	"精神科监护"	""	"0.67"	"处置"	"其他治疗费"	
"3110"	"DXKZL"	"电休克治疗"	""	"9.15"	"处置"	"其他治疗费"	
"3111"	"DCSJHWCCDXKZL"	"多参数监护无抽搐电休克治疗"	""	"36.63"	"处置"	"其他治疗费"	
"3112"	"QJMJS"	"取结膜结石"	""	"10.07"	"处置"	"其他治疗费"	
"3113"	"SYMCYJS"	"沙眼磨擦压挤术"	""	"13.55"	"处置"	"其他治疗费"	
"3114"	"YBNZQKYLS"	"眼部脓肿切开引流术"	""	"70.72"	"处置"	"其他治疗费"	
"3115"	"HYQYMBDCZJZL"	"恒牙期颜面不对称正畸治疗"	""	"2.36"	"处置"	"其他治疗费"	
"3116"	"BLLFHBBLLF"	"暴露疗法和半暴露疗法"	""	"37.18"	"处置"	"其他治疗费"	
"3117"	"YDSDXTHXKZL"	"胰岛素低X糖和休克治疗"	""	"16.85"	"处置"	"其他治疗费"	
"3118"	"DRZJ"	"电热针灸"	""	"9.13"	"处置"	"其他治疗费"	
"3119"	"DLZJ"	"电冷针灸"	""	"6.97"	"处置"	"其他治疗费"	
"3120"	"GMPXZZMLZSSJZZS"	"肛门皮下组织美兰注射神经阻滞术"	""	"4.96"	"处置"	"其他治疗费"	
"3121"	"BMJFXDSWFKZL"	"便秘及腹泻的生物反馈治疗"	""	"8.95"	"处置"	"其他治疗费"	
"3122"	"FQCCS"	"腹腔穿刺术"	""	"46.48"	"处置"	"其他治疗费"	
"3123"	"FQCCS（CY）"	"腹腔穿刺术（抽液）"	""	"1.2"	"处置"	"其他治疗费"	
"3124"	"FQCCS（ZY）"	"腹腔穿刺术（注药）"	""	"4.7"	"处置"	"其他治疗费"	
"3125"	"FQCCSFFSZLJS"	"腹腔穿刺术放腹水治疗加收"	""	"2.9"	"处置"	"其他治疗费"	
"3126"	"FSZJHSZL"	"腹水直接回输治疗"	""	"21.58"	"处置"	"其他治疗费"	
"3127"	"FSZJHSZLCLHSJS"	"腹水直接回输治疗超滤回输加收"	""	"26.37"	"处置"	"其他治疗费"	
"3128"	"YZBBC JXGDJZQZJZLBK 、SF D"	"牙周病伴错 畸形固定矫治器正畸治疗伴开 、深覆 等"	""	"25.89"	"处置"	"其他治疗费"	
"3129"	"YZBBCJXGDJZQZJZLBYJZJS"	"牙周病伴错畸形固定矫治器正畸治疗拔牙矫治加收"	""	"12.86"	"处置"	"其他治疗费"	
"3130"	"JPJMNLWZRS"	"经皮静脉内滤网置入术"	""	"9.99"	"处置"	"其他治疗费"	
"3131"	"JPJMQNKZS"	"经皮静脉球囊扩张术"	""	"16.34"	"处置"	"其他治疗费"	
"3132"	"JPJMNZJZRS"	"经皮静脉内支架置入术"	""	"23.28"	"处置"	"其他治疗费"	
"3133"	"JPJMNQNKZ+ZJZRS"	"经皮静脉内球囊扩张+支架置入术"	""	"2.82"	"处置"	"其他治疗费"	
"3134"	"JPJMNXQS"	"经皮静脉内旋切术"	""	"69.78"	"处置"	"其他治疗费"	
"3135"	"JPJMNRSS"	"经皮静脉内溶栓术"	""	"2.02"	"处置"	"其他治疗费"	
"3136"	"JPJMNCSXSXRS"	"经皮静脉内超声X栓消融术"	""	"4.43"	"处置"	"其他治疗费"	
"3137"	"JGDMZGFZDMDBWZJZRS"	"经股动脉置管腹主动脉带簿网支架置入术"	""	"16.92"	"处置"	"其他治疗费"	
"3138"	"JHWXQGZL"	"近红外线气功治疗"	""	"39.57"	"处置"	"其他治疗费"	
"3139"	"HWXZKBGZL"	"红外线真空拔罐治疗"	""	"21.67"	"处置"	"其他治疗费"	
"3140"	"HWXGYZL"	"红外线光浴治疗"	""	"1.15"	"处置"	"其他治疗费"	
"3141"	"YHWYLCZL"	"远红外医疗舱治疗"	""	"20.35"	"处置"	"其他治疗费"	
"3142"	"KJGZL"	"可见光治疗"	""	"39.7"	"处置"	"其他治疗费"	
"3143"	"KJGHGZSZL"	"可见光红光照射治疗"	""	"14.65"	"处置"	"其他治疗费"	
"3144"	"KJGLGZSZL"	"可见光蓝光照射治疗"	""	"19.15"	"处置"	"其他治疗费"	
"3145"	"KJGLZGZSZL"	"可见光蓝紫光照射治疗"	""	"17.28"	"处置"	"其他治疗费"	
"3146"	"KJGTYDZSZL"	"可见光太阳灯照射治疗"	""	"5.41"	"处置"	"其他治疗费"	
"3147"	"PZGZS"	"偏振光照射"	""	"1.92"	"处置"	"其他治疗费"	
"3148"	"ZWXZL"	"紫外线治疗"	""	"6.68"	"处置"	"其他治疗费"	
"3149"	"MCDBZL"	"脉冲短波治疗"	""	"97.7"	"处置"	"其他治疗费"	
"3150"	"TQZL"	"体腔治疗"	""	"17.95"	"处置"	"其他治疗费"	
"3151"	"WBZL"	"微波治疗"	""	"35"	"处置"	"其他治疗费"	
"3152"	"FMBZL"	"分米波治疗"	""	"56.25"	"处置"	"其他治疗费"	
"3153"	"TJTNZL"	"痛经推拿治疗"	""	"49.63"	"处置"	"其他治疗费"	
"3154"	"NKJBTNZLCG10FZJS"	"内科疾病推拿治疗超过10分钟加收"	""	"9.59"	"处置"	"其他治疗费"	
"3155"	"QTTNZL"	"其他推拿治疗"	""	"4.95"	"处置"	"其他治疗费"	
"3156"	"QTTNZLCG10FZJS"	"其他推拿治疗超过10分钟加收"	""	"32.2"	"处置"	"其他治疗费"	
"3157"	"XENJZL"	"小儿捏脊治疗"	""	"24.48"	"处置"	"其他治疗费"	
"3158"	"YB穴WAMZL"	"药棒穴位按摩治疗"	""	"24.26"	"处置"	"其他治疗费"	
"3159"	"ZCTCFWZL"	"直肠脱出复位治疗"	""	"5.71"	"处置"	"其他治疗费"	
"3160"	"ZCTCFWZLSDZCTCJS"	"直肠脱出复位治疗三度直肠脱垂加收"	""	"9.6"	"处置"	"其他治疗费"	
"3161"	"ZCZWYHJZSZL"	"直肠周围硬化剂注射治疗"	""	"52.23"	"处置"	"其他治疗费"	
"3162"	"NZYHJZSZL(KZZL)"	"内痔硬化剂注射治疗(枯痔治疗)"	""	"6.56"	"处置"	"其他治疗费"	
"3163"	"JMNFBS"	"筋膜内封闭术"	""	"7.51"	"处置"	"其他治疗费"	
"3164"	"JZNFBS"	"肌腱内封闭术"	""	"44.01"	"处置"	"其他治疗费"	
"3165"	"SJGFBS"	"神经根封闭术"	""	"10.04"	"处置"	"其他治疗费"	
"3166"	"ZWSJFBS"	"周围神经封闭术"	""	"5"	"处置"	"其他治疗费"	
"3167"	"SJCFBS"	"神经丛封闭术"	""	"4.51"	"处置"	"其他治疗费"	
"3168"	"SJCFBS（BC）"	"神经丛封闭术（臂丛）"	""	"0.69"	"处置"	"其他治疗费"	
"3169"	"SJCFBS（YZC）"	"神经丛封闭术（腰Z丛）"	""	"54.72"	"处置"	"其他治疗费"	
"3170"	"QNZS"	"鞘内注射"	""	"0.91"	"处置"	"其他治疗费"	
"3171"	"QNFB"	"鞘内封闭"	""	"34.46"	"处置"	"其他治疗费"	
"3172"	"ZGDZ"	"Z管滴注"	""	"10.12"	"处置"	"其他治疗费"	
"3173"	"QY"	"牵引"	""	"23.42"	"处置"	"其他治疗费"	
"3174"	"JWJTSZL"	"经胃镜特殊治疗"	""	"14.71"	"处置"	"其他治疗费"	
"3175"	"JWJQYW"	"经胃镜取异物"	""	"3.41"	"处置"	"其他治疗费"	
"3176"	"JWJZMQC"	"经胃镜粘膜切除"	""	"24.03"	"处置"	"其他治疗费"	
"3177"	"JWJZMXLLCD"	"经胃镜粘膜X流量测定"	""	"9.1"	"处置"	"其他治疗费"	
"3178"	"JWJZX"	"经胃镜止X"	""	"18.57"	"处置"	"其他治疗费"	
"3179"	"JWJXRZWQC"	"经胃镜息肉肿物切除"	""	"3.42"	"处置"	"其他治疗费"	
"3180"	"CTDCQZYJZF"	"肠套叠充气造影及整复"	""	"1.21"	"处置"	"其他治疗费"	
"3181"	"GGBCKWKXBS"	"根管壁穿孔外科修补术"	""	"25.82"	"处置"	"其他治疗费"	
"3182"	"YCGSSQCS"	"牙槽骨烧伤清创术"	""	"41.07"	"处置"	"其他治疗费"	
"3183"	"GGNGDS"	"根管内固定术"	""	"14.51"	"处置"	"其他治疗费"	
"3184"	"SWJLCD"	"生物剂量测定"	""	"3.12"	"处置"	"其他治疗费"	
"3185"	"GHXLF"	"光化X疗法"	""	"21.89"	"处置"	"其他治疗费"	
"3186"	"JGLF"	"激光疗法"	""	"21.54"	"处置"	"其他治疗费"	
"3187"	"YGSJGLF"	"原光束激光疗法"	""	"46.6"	"处置"	"其他治疗费"	
"3188"	"SJJGLF"	"散焦激光疗法"	""	"61.07"	"处置"	"其他治疗费"	
"3189"	"ZQDZLJS（MZ）"	"氩气刀治疗加收（门诊）"	""	"22.21"	"处置"	"其他治疗费"	
"3190"	"GCCS"	"肝穿刺术"	""	"2.07"	"处置"	"其他治疗费"	
"3191"	"JPGCCMJMCGS"	"经皮肝穿刺门静脉插管术"	""	"60.39"	"处置"	"其他治疗费"	
"3192"	"JPGCCMJMCGHLS"	"经皮肝穿刺门静脉插管化疗术"	""	"47.72"	"处置"	"其他治疗费"	
"3193"	"JPGCCMJMCGSSS"	"经皮肝穿刺门静脉插管栓塞术"	""	"5.76"	"处置"	"其他治疗费"	
"3194"	"JPCCGZWTSZL(YWZS)"	"经皮穿刺肝肿物特殊治疗(药物注射)"	""	"1.9"	"处置"	"其他治疗费"	
"3195"	"XQCFH"	"小清创缝合"	""	"12.21"	"处置"	"其他治疗费"	
"3196"	"TDHY"	"特大换药"	""	"37.54"	"处置"	"其他治疗费"	
"3197"	"DHY"	"大换药"	""	"23.07"	"处置"	"其他治疗费"	
"3198"	"ZHY"	"中换药"	""	"10.48"	"处置"	"其他治疗费"	
"3199"	"YWXYCCZS"	"药物性引产处置术"	""	"37.18"	"处置"	"其他治疗费"	
"3200"	"RFAM"	"乳房按摩"	""	"37.32"	"处置"	"其他治疗费"	
"3201"	"WBRFAM"	"微波乳房按摩"	""	"25.05"	"处置"	"其他治疗费"	
"3202"	"XR"	"吸乳"	""	"2.08"	"处置"	"其他治疗费"	
"3203"	"XSENX"	"新生儿暖箱"	""	"26.2"	"处置"	"其他治疗费"	
"3204"	"XSEFS"	"新生儿复苏"	""	"21.25"	"处置"	"其他治疗费"	
"3205"	"XSEQGCGS"	"新生儿气管插管术"	""	"5.2"	"处置"	"其他治疗费"	
"3206"	"XSERGHX(ZYTQ)"	"新生儿人工呼吸(正压通气)"	""	"1.86"	"处置"	"其他治疗费"	
"3207"	"TJ（JQFL）（TJ）"	"体架（精确放疗）（头架）"	""	"26.31"	"处置"	"其他治疗费"	
"3208"	"SBRL（LXBK）"	"深部热疗（良性包块）"	""	"30.34"	"处置"	"其他治疗费"	
"3209"	"SBRL（EXZL）"	"深部热疗（恶性肿瘤）"	""	"2.83"	"处置"	"其他治疗费"	
"3210"	"SBRL（LXBK）CS"	"深部热疗（良性包块）超声"	""	"33.33"	"处置"	"其他治疗费"	
"3211"	"SBRL（EXZL）CS"	"深部热疗（恶性肿瘤）超声"	""	"10.26"	"处置"	"其他治疗费"	
"3212"	"RYQRQYFHDJZQZL"	"乳牙期乳前牙反活动矫治器治疗"	""	"12.45"	"处置"	"其他治疗费"	
"3213"	"RYQRQYFXZLGSXMDBZL"	"乳牙期乳前牙反下颌连冠式斜面导板治疗"	""	"20.13"	"处置"	"其他治疗费"	
"3214"	"TYQASIIILCZJZL"	"替牙期安氏III类错正畸治疗"	""	"0.78"	"处置"	"其他治疗费"	
"3215"	"TYQASIIILC GNJZQZL"	"替牙期安氏III类错 功能矫治器治疗"	""	"21.59"	"处置"	"其他治疗费"	
"3216"	"TYQYZYXIIILC GNJZQZL"	"替牙期严重牙性III类错 功能矫治器治疗"	""	"46.08"	"处置"	"其他治疗费"	
"3217"	"TYQGXIIILC GNJZQZL"	"替牙期骨性III类错 功能矫治器治疗"	""	"16.18"	"处置"	"其他治疗费"	
"3218"	"HYQASIIILC GDJZQZL"	"恒牙期安氏III类错 固定矫治器治疗"	""	"24.18"	"处置"	"其他治疗费"	
"3219"	"HYQYXASIIILC YJBBYGDJZQZL"	"恒牙期牙性安氏III类错 拥挤不拔牙固定矫治器治疗"	""	"45.15"	"处置"	"其他治疗费"	
"3220"	"FZTZJ"	"附着体增加"	""	"0.11"	"处置"	"其他治疗费"	
"3221"	"FZTGH"	"附着体更换"	""	"38.04"	"处置"	"其他治疗费"	
"3222"	"D"	"垫"	""	"28.21"	"处置"	"其他治疗费"	
"3223"	"MZFX"	"麻醉分析"	""	"46.68"	"处置"	"其他治疗费"	
"3224"	"CMZL"	"催眠治疗"	""	"2.02"	"处置"	"其他治疗费"	
"3225"	"STLF"	"森田疗法"	""	"26.07"	"处置"	"其他治疗费"	
"3226"	"XWJZZL"	"行为矫正治疗"	""	"68.32"	"处置"	"其他治疗费"	
"3227"	"YEZL"	"厌恶治疗"	""	"37.73"	"处置"	"其他治疗费"	
"3228"	"TZZL"	"脱瘾治疗"	""	"6.36"	"处置"	"其他治疗费"	
"3229"	"JPJMNJGCXS"	"经皮静脉内激光成形术"	""	"61.53"	"处置"	"其他治疗费"	
"3230"	"DHZ"	"电火针"	""	"35.37"	"处置"	"其他治疗费"	
"3231"	"MZZL"	"埋针治疗"	""	"10.02"	"处置"	"其他治疗费"	
"3232"	"穴WBMZL"	"穴位包埋治疗"	""	"10.53"	"处置"	"其他治疗费"	
"3233"	"穴WMXZL"	"穴位埋线治疗"	""	"3.03"	"处置"	"其他治疗费"	
"3234"	"穴WJZZL"	"穴位结扎治疗"	""	"15.31"	"处置"	"其他治疗费"	
"3235"	"EZ"	"耳针"	""	"0.3"	"处置"	"其他治疗费"	
"3236"	"E穴YD"	"耳穴压豆"	""	"10.96"	"处置"	"其他治疗费"	
"3237"	"E穴MZ"	"耳穴埋针"	""	"16.11"	"处置"	"其他治疗费"	
"3238"	"CZYE穴"	"磁珠压耳穴"	""	"8.9"	"处置"	"其他治疗费"	
"3239"	"MZ"	"芒针"	""	"5.45"	"处置"	"其他治疗费"	
"3240"	"ZCYDLF"	"针刺运动疗法"	""	"35.99"	"处置"	"其他治疗费"	
"3241"	"ZCFZYDLF"	"针刺辅助运动疗法"	""	"18.86"	"处置"	"其他治疗费"	
"3242"	"ZCMZ"	"针刺麻醉"	""	"44.2"	"处置"	"其他治疗费"	
"3243"	"DZ"	"电针"	""	"5.95"	"处置"	"其他治疗费"	
"3244"	"PTDZ"	"普通电针"	""	"3.45"	"处置"	"其他治疗费"	
"3245"	"ZZGJQNFBZL"	"颞颌关节腔内封闭治疗"	""	"73.64"	"处置"	"其他治疗费"	
"3246"	"ZCGMTSZL"	"直肠肛门特殊治疗"	""	"46.08"	"处置"	"其他治疗费"	
"3248"	"LL"	"冷疗"	""	"0.85"	"处置"	"其他治疗费"	
"3249"	"DAM"	"电按摩"	""	"0.86"	"处置"	"其他治疗费"	
"3250"	"DDAM"	"电动按摩"	""	"7.28"	"处置"	"其他治疗费"	
"3251"	"DRAM"	"电热按摩"	""	"3.79"	"处置"	"其他治疗费"	
"3252"	"JBDAM"	"局部电按摩"	""	"3.83"	"处置"	"其他治疗费"	
"3253"	"CXYZL"	"场效应治疗"	""	"43.67"	"处置"	"其他治疗费"	
"3254"	"DPZDZL"	"多频振动治疗"	""	"54.43"	"处置"	"其他治疗费"	
"3255"	"QSJLYL"	"全身肌力训练"	""	"53.86"	"处置"	"其他治疗费"	
"3256"	"GGJHDDYL"	"各关节活动度训练"	""	"17.54"	"处置"	"其他治疗费"	
"3257"	"TSTC"	"徒手体操"	""	"24.49"	"处置"	"其他治疗费"	
"3258"	"HWXZL"	"红外线治疗"	""	"2.13"	"处置"	"其他治疗费"	
"3259"	"TDPZL"	"TDP治疗"	""	"5.62"	"处置"	"其他治疗费"	
"3260"	"YEYY"	"婴儿游泳"	""	"31.51"	"处置"	"其他治疗费"	
"3261"	"CSZJZL"	"创伤正畸治疗"	""	"24.94"	"处置"	"其他治疗费"	
"3262"	"CSHDJZQZJZL"	"创伤活动矫治器正畸治疗"	""	"74.79"	"处置"	"其他治疗费"	
"3263"	"CSGDJZQZJZL"	"创伤固定矫治器正畸治疗"	""	"3.86"	"处置"	"其他治疗费"	
"3264"	"YZDSSQJ"	"严重电烧伤抢救"	""	"66.57"	"处置"	"其他治疗费"	
"3265"	"XRXSSQJ"	"吸入性损伤抢救"	""	"15.87"	"处置"	"其他治疗费"	
"3266"	"BZSQJ"	"爆震伤抢救"	""	"67.98"	"处置"	"其他治疗费"	
"3267"	"SSFHSHBZDQJ"	"烧伤复合伤合并中毒抢救"	""	"8.34"	"处置"	"其他治疗费"	
"3268"	"SSCXQCS(D)"	"烧伤冲洗清创术(大)"	""	"34.35"	"处置"	"其他治疗费"	
"3269"	"SSCXQCS(Z)"	"烧伤冲洗清创术(中)"	""	"39.74"	"处置"	"其他治疗费"	
"3270"	"SSCXQCS(X)"	"烧伤冲洗清创术(小)"	""	"18.02"	"处置"	"其他治疗费"	
"3271"	"HJKD"	"护架烤灯"	""	"33.61"	"处置"	"其他治疗费"	
"3272"	"SSDXYHWXZLJZL"	"烧伤大型远红外线治疗机治疗"	""	"26.03"	"处置"	"其他治疗费"	
"3273"	"SSJYKCS(D)"	"烧伤浸浴扩创术(大)"	""	"8.39"	"处置"	"其他治疗费"	
"3274"	"SSJYKCS(Z)"	"烧伤浸浴扩创术(中)"	""	"37.31"	"处置"	"其他治疗费"	
"3275"	"SSJYKCS(X)"	"烧伤浸浴扩创术(小)"	""	"13.65"	"处置"	"其他治疗费"	
"3276"	"XFCZL"	"悬浮床治疗"	""	"12.75"	"处置"	"其他治疗费"	
"3277"	"HSZZJJRZL"	"核素组织间介入治疗"	""	"35.09"	"处置"	"其他治疗费"	
"3278"	"HSXGNJRZL"	"核素X管内介入治疗"	""	"72.8"	"处置"	"其他治疗费"	
"3279"	"99Z（YK）ZL"	"99锝（云克）治疗"	""	"26.96"	"处置"	"其他治疗费"	
"3280"	"90ZTFZL"	"90锶贴敷治疗"	""	"12.91"	"处置"	"其他治疗费"	
"3281"	"FSZLJHJJLJSLCZXGJHJS"	"放射治疗计划及剂量计算疗程中修改计划加收"	""	"65.8"	"处置"	"其他治疗费"	
"3282"	"RGZDZLJH(JD)"	"人工制定治疗计划(简单)"	""	"3.92"	"处置"	"其他治疗费"	
"3283"	"STLL"	"尸体料理"	""	"13.88"	"处置"	"其他治疗费"	
"3284"	"TSCRBRSTLLJS"	"特殊传染病人尸体料理加收"	""	"30.1"	"处置"	"其他治疗费"	
"3285"	"ZYXSTZR"	"专业性尸体整容"	""	"29.05"	"处置"	"其他治疗费"	
"3286"	"STCF"	"尸体存放"	""	"24.87"	"处置"	"其他治疗费"	
"3287"	"LTCZCL"	"离体残肢处理"	""	"46.31"	"处置"	"其他治疗费"	
"3288"	"LTCZCL(SYCL)"	"离体残肢处理(死婴处理)"	""	"0.43"	"处置"	"其他治疗费"	
"3289"	"GJTWSFZFS"	"关节脱位手法整复术"	""	"14.31"	"处置"	"其他治疗费"	
"3290"	"SZZCCS"	"上颌窦穿刺术"	""	"6.66"	"处置"	"其他治疗费"	
"3291"	"JPCCXMHJS"	"经皮穿刺胸膜活检术"	""	"7.98"	"处置"	"其他治疗费"	
"3292"	"ZZGJQNYWZS"	"颞颌关节腔内药物注射"	""	"10.71"	"处置"	"其他治疗费"	
"3293"	"GJQGXZL"	"关节腔灌洗治疗"	""	"17.8"	"处置"	"其他治疗费"	
"3294"	"DM D"	"调磨 垫"	""	"19.65"	"处置"	"其他治疗费"	
"3295"	"GJJSSZL"	"关节镜手术治疗"	""	"19.43"	"处置"	"其他治疗费"	
"3296"	"JPSYJQSS"	"经皮肾盂镜取石术"	""	"59.72"	"处置"	"其他治疗费"	
"3297"	"JPSYJSSXZLQCS"	"经皮肾盂镜肾上腺肿瘤切除术"	""	"2.25"	"处置"	"其他治疗费"	
"3298"	"JPSYJQYWS"	"经皮肾盂镜取异物术"	""	"49.77"	"处置"	"其他治疗费"	
"3299"	"MCJGZL"	"脉冲激光治疗"	""	"64.42"	"处置"	"其他治疗费"	
"3300"	"MCJGZL（XHBZDXGXPFB）"	"脉冲激光治疗（鲜红斑痣等X管性皮肤病）"	""	"29.48"	"处置"	"其他治疗费"	
"3301"	"MCJGZL（TTZDSSXPFB）"	"脉冲激光治疗（太田痣等色素性皮肤病）"	""	"0.9"	"处置"	"其他治疗费"	
